"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","MMR","Myanmar","","0.402","0.40200","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Myanmar </br><b>Year: </b>2006</br><b> Data Source:</b> MOH"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ISL","Iceland","","1.344","1.34400","","","<b>Laboratory health workers: </b>Includes Biomedical scientists, Radiographers</br><b> Country: </b>Iceland </br><b>Year: </b>2000</br><b> Data Source:</b> Directorate of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1999","1999","","EMR","Eastern Mediterranean","","DJI","Djibouti","","0.144","0.14400","","","<b>Physician: </b>Includes M�decin</br><b> Country: </b>Djibouti </br><b>Year: </b>1999</br><b> Data Source:</b> Minist�re de la Sant� Publique"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","DJI","Djibouti","","0.416","0.41600","","","<b>Nursing and midwifery personnel: </b>Includes Registered midwife, Registered nurse, Enrolled nurse, Auxiliary midwife, Auxiliary/Assistant nurse</br><b> Country: </b>Djibouti </br><b>Year: </b>2004</br><b> Data Source:</b> Minist�re de la sant� publique (MoH)"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2011","2011","","WPR","Western Pacific","","SGP","Singapore","","5.196","5.19600","","","<b>Nursing and midwifery personnel: </b>Includes Nurses/Midwives</br><b> Country: </b>Singapore </br><b>Year: </b>2011</br><b> Data Source:</b> Ministry of Health"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","BGD","Bangladesh","","0.037","0.03700","","","<b>Environment and public health workers: </b>Includes Assistant Health Inspector, Health Inspectors</br><b> Country: </b>Bangladesh </br><b>Year: </b>2011</br><b> Data Source:</b> Human Resources Development Unit, MOHFW"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","MAR","Morocco","","0.564","0.56400","","","<b>Physician: </b>Includes Generalists, Specialists</br><b> Country: </b>Morocco </br><b>Year: </b>2007</br><b> Data Source:</b> Eastern Mediterranean Region Observatory on Human Resources for Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","IRQ","Iraq","","0.607","0.60700","","","<b>Physician: </b>Includes Non-specialist doctor, Specialist doctor</br><b> Country: </b>Iraq </br><b>Year: </b>2010</br><b> Data Source:</b> Ministry of Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","KOR","Republic of Korea","","1.9","1.90000","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Republic of Korea</br><b>Year: </b>2007</br><b> Data Source:</b> Ministry of Health & Welfare"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2002","2002","","AFR","Africa","","DZA","Algeria","","2.231","2.23100","","","<b>Nursing and midwifery personnel: </b>Includes Registered nurse, Enrolled nurse, Auxiliary/Assistant nurse, Registered midwife, Auxiliary/Assistant midwife</br><b> Country: </b>Algeria </br><b>Year: </b>2002</br><b> Data Source:</b> Ministere de la sante"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","KHM","Cambodia","","0.791","0.79100","","","<b>Nursing and midwifery personnel: </b>Includes Midwives, Nurses</br><b> Country: </b>Cambodia </br><b>Year: </b>2009</br><b> Data Source:</b> Ministry of Health, Human Resources Department"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2011","2011","","AMR","Americas","","MEX","Mexico","","2.095","2.09500","","","<b>Physician: </b>Includes Practising physicians</br><b> Country: </b>Mexico </br><b>Year: </b>2011</br><b> Data Source:</b> OECD Health Data, December 2013"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2007","2007","","AFR","Africa","","GMB","Gambia","","0.06","0.06000","","","<b>Laboratory health workers: </b>Includes Lab scientist, Laboratory technician, Laboratory assistant, Radiographer technicians</br><b> Country: </b>Gambia</br><b>Year: </b>2007</br><b> Data Source:</b> HRH Unit 2008"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2009","2009","","AFR","Africa","","GNB","Guinea-Bissau","","0.856","0.85600","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ARM","Armenia","","0.417","0.41700","","","<b>Dentistry Personnel: </b>Includes Practising dentists</br><b> Country: </b>Armenia </br><b>Year: </b>2009</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","THA","Thailand","","0.342","0.34200","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Thailand </br><b>Year: </b>2009</br><b> Data Source:</b> Ministry of Public Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1998","1998","","AMR","Americas","","BHS","Bahamas","","4.47","4.47000","","","<b>Nursing and midwifery personnel: </b>Includes Nursing associate professional</br><b> Country: </b>Bahamas</br><b>Year: </b>1998</br><b> Data Source:</b> Global Atlas"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2001","2001","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","0.069","0.06900","","","<b>Dentistry personnel: </b>Includes Dentistry</br><b> Country: </b>Saudi Arabia </br><b>Year: </b>2001</br><b> Data Source:</b> MOH"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IDN","Indonesia","","0.181","0.18100","","","<b>Environment and public health workers: </b>Includes KesMas (Public Health)</br><b> Country: </b>Indonesia </br><b>Year: </b>2012</br><b> Data Source:</b> Kementerian Kesehatan Republik Indonesia"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2007","2007","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","0.089","0.08900","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2009","2009","","AMR","Americas","","CHL","Chile","","1.024","1.02400","","","<b>Physician: </b>Includes Medicina General, Medicina Interna, Cirug�a General, Obstetricia y Ginecolog�a, Pediatr�a, Bronco pulmonar, Cardiolog�a, Endocrinolog�a, Gastroenterolog�a, Geriatr�a, Hematolog�a Cl�nica, Inmunolog�a, Medicina F�sica y Rehabilitaci�n, Medicina Nuclear, Nefrolog�a, Neumotisiolog�a, Radiolog�a, Reumatolog�a, Cirug�a Infantil, Cirug�a Pl�stica, Cirug�a T�rax, Cirug�a Vascular, Neurocirug�a, Proctolog�a, Traumatolog�a y Ortopedia, Urolog�a, Oncolog�a, Anestesiolog�a, Dermatolog�a, Neurolog�a, Psiquiatr�a y Neuropsiquiatr�a infantil, Oftalmolog�a, Otorrinolaringolog�a, Medicina Familiar, Infectolog�a , Gen�tica, Parasitolog�a, Citopatolog�a, Cardiocirug�a</br><b> Country: </b>Chile </br><b>Year: </b>2009</br><b> Data Source:</b> Fondo Nacional de Salud"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","TLS","Timor-Leste","","0.076","0.07600","","","<b>Laboratory health workers: </b>Includes Radiographer DI, Radiographer DIII, Electromedik DIII, Laboratory Assistant SMAK/SPK, Laboratory Assistant DI, Laboratory Assistant DIII, Laboratory Assistant SI</br><b> Country: </b>Timor-Leste </br><b>Year: </b>2007</br><b> Data Source:</b> Human Resources Department, Ministry of Health, Timor-Leste"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","TUV","Tuvalu","","0.909","0.90900","","","<b>Physician: </b>Includes Physicians </br><b> Country: </b>Tuvalu</br><b>Year: </b>2008</br><b> Data Source:</b> Country health information profile(CHIP 2010), WPRO"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2007","2007","","AFR","Africa","","DZA","Algeria","","0.292","0.29200","","","<b>Laboratory health workers: </b>Includes Manipulateurs en radiologie , Techniciens de laboratoires </br><b> Country: </b>Algeria </br><b>Year: </b>2007</br><b> Data Source:</b> Plan National de D�veloppement de Ressources Humaines pour la Sant� - Alger, 2008"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2007","2007","","EUR","Europe","","PRT","Portugal","","5.105","5.10500","","","<b>Nursing and midwifery personnel: </b>Includes Nurses</br><b> Country: </b>Portugal </br><b>Year: </b>2007</br><b> Data Source:</b> Instituto Nacional de Estatistica"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","OMN","Oman","","0.692","0.69200","","","<b>Laboratory health workers: </b>Includes Radiographers, Laboratory Technicians</br><b> Country: </b>Oman </br><b>Year: </b>2006</br><b> Data Source:</b> Ministry of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1991","1991","","SEAR","South-East Asia","","MDV","Maldives","","0.676","0.67600","","","<b>Nursing and midwifery personnel: </b>Includes Staff Nurse, Nurse</br><b> Country: </b>Maldives </br><b>Year: </b>1991</br><b> Data Source:</b> MOH - Republic of Maldives"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2004","2004","","AFR","Africa","","AGO","Angola","","1.313","1.31300","","","<b>Nursing and midwifery personnel: </b>Includes Enfermeiro</br><b> Country: </b>Angola </br><b>Year: </b>2004</br><b> Data Source:</b> DNRH/MINSA"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","1995","1995","","SEAR","South-East Asia","","LKA","Sri Lanka","","0.052","0.05200","","","<b>Environment and public health workers: </b>Includes Public health inspectors </br><b> Country: </b>Sri Lanka </br><b>Year: </b>1995</br><b> Data Source:</b> Ministry of Health"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2005","2005","","AFR","Africa","","GMB","Gambia","","0.03","0.03000","","","<b>Environment and public health workers: </b>Includes Environment and public health workers</br><b> Country: </b>Gambia</br><b>Year: </b>2005</br><b> Data Source:</b> HRH Unit 2008"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2002","2002","","AMR","Americas","","SLV","El Salvador","","1.237","1.23700","","","<b>Physician: </b>Includes Medical doctor</br><b> Country: </b>El Salvador </br><b>Year: </b>2002</br><b> Data Source:</b> Council of Public Health"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","IRQ","Iraq","","0.174","0.17400","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist</br><b> Country: </b>Iraq </br><b>Year: </b>2010</br><b> Data Source:</b> Ministry of Health"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","LKA","Sri Lanka","","0.006","0.00600","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BTN","Bhutan","","0.051","0.05100","","","<b>Physician: </b>Includes Medical doctor</br><b> Country: </b>Bhutan </br><b>Year: </b>2004</br><b> Data Source:</b> Health Personnel Information System"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","PHL","Philippines","","1.153","1.15300","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Philippines </br><b>Year: </b>2004</br><b> Data Source:</b> Professional Regulation Commission, Philippines"
"HRH_29","Community and traditional health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4551","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","CHN","China","","1.06","1.06000","","","<b>Community and traditional health workers: </b>Includes Village doctors and assistants</br><b> Country: </b>China </br><b>Year: </b>1990</br><b> Data Source:</b> National Bureau of Statistics of China"
